,X,Y,Z,W
0,5.17361976716,3.54814378103,-0.112745914989,-0.121369153935
1,4.11347754038,2.6164249337,0.0224514420733,0.0188136957056
2,4.698070363,-3.78896041122,0.0105710950209,-0.0572263899207
3,6.37910452928,2.75455089763,-0.100134678404,0.274511796478
4,3.01887542476,0.473279861566,-0.0186181644543,0.012495397935
5,3.48627648313,0.344482347115,0.199795151777,-0.106524615482
6,5.68299633891,-3.6507287475,0.0572556751597,0.0603053697903
7,6.30341102042,3.7768629223,-0.136871620107,-0.106146763692
8,3.54682635874,-1.15996880653,-0.115772004613,-0.151643049572
9,5.30037331771,3.80131625137,0.106582622979,0.0329282505295
10,6.56528781725,-1.59522766461,-0.165499679924,-0.19836209428
11,3.83680848847,-3.41960924222,0.147713538229,0.0167136783704
12,3.7413128782,-3.99404291596,-0.0932860942134,-0.0178893999519
13,3.43350756186,1.62294532849,0.0130420917254,0.11782391592
14,3.8787899705,-2.76027799866,-0.00310286975709,-0.0443407986057
15,6.91449513883,-2.04707696436,-0.00876837398257,0.073895390076
16,6.24673259636,3.99915709223,0.0617759470776,-0.0154848454834
17,3.68776405093,-3.69805265397,0.288575179539,-0.00860556433725
18,6.2648989949,3.98248595369,0.175982110036,-0.0335756838523
19,4.09629498817,2.27517745192,0.109133090753,-0.0136629379282
20,4.72681673465,-3.95763854236,-0.221346060739,0.00927764249673
21,6.76011927849,-3.99191755947,-0.00239807618986,0.018971879198
22,6.27059751511,3.96654868918,0.123725351269,-0.20486719226
23,4.34444780048,3.31610312354,-0.0456192066141,0.078378607818
24,3.70164181497,-3.81677448926,0.212474539951,-0.0232984561579
25,4.49132818516,0.217838654755,0.0240742284588,-0.118441142741
26,3.02275402941,0.569924969073,-0.00586439126402,-0.0197797290261
27,4.00970541378,0.243772502473,-0.0873999919947,-0.085467278928
28,6.18265003389,3.64716320957,-0.0122785700264,0.00235974958652
29,3.06101988499,1.49630031515,0.0911796562313,-0.017045646841
30,5.39537350771,2.44420406959,-0.0107464114743,-0.106966626664
31,5.41521815617,2.03144442137,-0.0727470834605,0.0225838745771
32,3.42059074165,1.91399096447,0.159576290128,-0.0867659498366
33,4.52777377977,-0.694493756145,0.098774702734,0.0418415238838
34,3.14590422637,3.17449769868,-0.0488111016916,-0.230525815198
35,6.56164625377,-1.51088813352,0.062969480563,0.0162155599762
36,6.92368342805,-1.84538209983,-0.0453399698431,-0.0578841120947
37,3.23976795527,3.99173648153,0.060909959143,-0.0399284634544
38,6.56218377891,-1.52338817777,-0.0852248950658,0.148789443213
39,5.3076059976,3.74083363293,-0.00545496293151,-0.0357816852352
40,5.96991875639,-0.751530867967,0.109079462734,0.0356430893954
41,5.5207357459,-0.519673013887,-0.184634161455,0.10312821968
42,5.3273687696,3.53660463515,-0.0412433821614,0.152254309281
43,3.08175652811,1.96558230669,-0.0415466029512,-0.101648111218
44,3.84010631069,-3.37587928425,-0.130175658922,0.112841475187
45,5.17873951271,3.60570636656,-0.113609897454,-0.0927248599368
46,6.07646068442,1.84859480378,-0.179763757817,-0.119277138303
47,4.00278091655,0.0698884997609,-0.066155694349,0.137485941754
48,4.14358276163,3.13866383963,0.254928569877,-0.0703236951066
49,6.40958035137,2.15220477864,-0.163767562414,0.0244207070796
50,6.90002597443,-2.35061284466,0.00063176618173,0.103234591078
51,6.53941317396,-0.980467624991,0.0541712651274,0.161693990219
52,4.43803137575,1.51838687504,-0.013210003839,-0.00548302372594
53,5.3954357835,2.44296491458,-0.0378736298457,-0.0248011348272
54,4.41918244663,1.94499497956,0.194062280467,-0.0396724949863
55,4.36076086148,3.06982863588,-0.104187437109,-0.00335470273387
56,3.71232395802,-3.88844444274,-0.0285593779328,0.103291804592
57,3.9507768345,-1.21748491839,-0.0598922625792,-0.198982223994
58,3.17944912984,3.61339167996,-0.0382340378046,-0.027803371711
59,5.02172571854,0.544332656409,-0.0985980811575,0.0765695426109
60,4.50500981719,-0.125889647208,-0.136447657201,0.0744149568003
61,5.3712216039,2.89477168349,-0.0823533424002,-0.172319332397
62,5.51976750235,-0.495535174312,-0.168138681555,0.103039242631
63,3.57040125779,-1.71223666049,-0.091621993917,0.00597147706929
64,6.73536519787,-3.98310113991,0.054362793227,-0.0934215837556
65,6.78551952324,-3.90079794957,0.152486260055,-0.106244113689
66,5.40918663092,2.16053903141,0.11974173478,-0.0629445860629
67,4.55106512131,-1.26149933689,-0.12225052974,-0.0302284424862
68,4.45275201644,1.17010596605,-0.202376353002,0.103963889489
69,3.81738110747,-3.64684173325,0.00537117476661,-0.0930969652773
70,4.10706024559,2.49233559009,-0.0536290362423,-0.127762908064
71,3.98614352481,-0.347811418525,0.0107142535273,-0.0944320025939
72,3.69443200696,-3.75866356025,0.0615152185393,-0.031880742296
73,6.86643877795,-2.97640867759,0.0905065440401,-0.208427088355
74,6.82805040141,-3.52856847605,0.16525856414,0.127031154469
75,5.39189473732,2.51282434888,-0.08428196876,0.00308777529806
